,Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
631,Germany,Female,YES,NO,57553.98,YES
632,Spain,Female,YES,NO,62674.42,NO
633,Germany,Male,YES,YES,12120.79,NO
634,France,Male,NO,NO,50129.87,YES
635,Spain,Female,YES,NO,55022.43,NO
636,Spain,Female,NO,NO,117834.91,NO
637,France,Male,NO,YES,168840.23,NO
638,France,Female,NO,YES,24234.11,NO
639,France,Female,NO,NO,190627.01,NO
640,Spain,Male,YES,NO,156618.38,YES
641,France,Female,YES,NO,42334.38,NO
642,France,Female,YES,YES,110784.42,NO
643,Germany,Female,YES,NO,173683.0,YES
644,France,Female,YES,NO,27046.46,YES
645,France,Female,YES,NO,20598.59,YES
646,France,Female,YES,YES,104991.28,NO
647,France,Male,YES,NO,8996.97,NO
648,France,Female,YES,NO,64420.5,NO
649,France,Male,YES,YES,145700.22,NO
650,France,Female,YES,YES,196335.48,NO
651,France,Male,YES,YES,14781.12,NO
652,France,Male,YES,NO,108139.23,NO
653,Germany,Male,YES,YES,19287.06,YES
654,Spain,Male,YES,YES,9567.39,NO
655,Germany,Male,YES,YES,132210.49,NO
656,Spain,Male,NO,YES,21600.11,NO
657,Germany,Female,YES,YES,199661.5,NO
658,France,Male,YES,YES,124341.49,NO
659,France,Female,YES,NO,15766.1,NO
660,Germany,Female,YES,YES,33642.21,NO
661,Spain,Male,YES,YES,117704.65,NO
662,France,Male,YES,YES,58803.28,NO
663,France,Male,YES,YES,137537.22,NO
664,France,Female,NO,YES,131300.68,NO
665,France,Male,YES,YES,84174.81,NO
666,France,Female,NO,YES,160941.78,NO
667,France,Male,YES,YES,143954.99,NO
668,Spain,Male,YES,YES,56297.85,NO
669,France,Female,YES,YES,8404.73,NO
670,Germany,Female,NO,NO,30020.09,NO
671,France,Male,NO,YES,58137.42,NO
672,France,Male,NO,NO,47472.68,NO
673,Spain,Female,YES,YES,19131.71,NO
674,Spain,Male,YES,YES,187288.5,NO
675,France,Female,YES,YES,17603.81,NO
676,Spain,Female,YES,NO,67020.03,NO
677,Germany,Male,NO,YES,147802.94,YES
678,Spain,Female,YES,YES,41610.62,NO
679,Spain,Female,YES,NO,44255.65,NO
680,France,Male,NO,YES,78416.14,NO
681,Spain,Male,NO,YES,137254.55,NO
682,Germany,Female,NO,YES,151303.48,NO
683,Germany,Female,NO,NO,86333.63,NO
684,France,Male,NO,NO,89801.9,NO
685,Spain,Male,NO,NO,29358.57,YES
686,France,Female,YES,YES,181600.72,NO
687,Germany,Female,YES,NO,124118.71,YES
688,France,Female,YES,NO,38867.46,YES
689,France,Female,YES,NO,31106.67,NO
690,Germany,Male,YES,NO,67611.36,NO
691,France,Male,YES,NO,77837.63,NO
692,Germany,Male,NO,NO,6078.46,NO
693,France,Male,YES,YES,177896.92,NO
694,France,Female,YES,YES,123882.73,NO
695,France,Male,YES,YES,15304.08,NO
696,Spain,Male,YES,YES,76569.64,YES
697,Germany,Female,YES,YES,120657.32,YES
698,Spain,Male,YES,YES,16436.56,NO
699,Germany,Male,YES,YES,107667.91,NO
700,France,Female,YES,NO,95611.47,NO
701,France,Male,NO,NO,19799.26,NO
702,Spain,Female,NO,YES,123214.74,NO
703,Spain,Male,NO,YES,71709.12,NO
704,Germany,Male,YES,YES,149066.14,NO
705,Germany,Male,YES,NO,20451.99,YES
706,Germany,Male,YES,YES,32825.5,NO
707,France,Male,YES,NO,6232.31,NO
708,France,Female,NO,YES,10357.03,NO
709,France,Female,YES,NO,147794.63,NO
710,France,Male,NO,NO,116973.48,NO
711,Germany,Male,YES,NO,129964.94,NO
712,Spain,Male,YES,NO,92816.86,NO
713,France,Female,YES,NO,172114.67,NO
714,Spain,Female,YES,NO,16649.31,YES
715,France,Male,YES,NO,144517.19,NO
716,Germany,Female,NO,NO,182038.6,NO
717,Spain,Female,NO,NO,24210.56,NO
718,France,Male,NO,NO,172175.9,NO
719,France,Female,YES,YES,47578.45,NO
720,Spain,Female,YES,YES,150694.42,YES
721,Spain,Female,YES,YES,177683.02,YES
722,France,Male,NO,NO,66088.83,NO
723,France,Female,YES,NO,169291.7,NO
724,France,Male,YES,YES,117140.41,NO
725,France,Female,YES,YES,79510.37,NO
726,France,Male,NO,YES,77108.66,NO
727,France,Female,YES,YES,9679.28,NO
728,France,Female,YES,NO,81753.92,NO
729,France,Female,NO,NO,131372.38,YES
730,France,Male,YES,YES,25310.82,NO
731,France,Female,NO,NO,187925.75,NO
732,Spain,Male,NO,NO,98820.39,NO
733,Germany,Male,YES,NO,64166.7,YES
734,Germany,Female,NO,YES,176924.21,YES
735,France,Male,YES,YES,90055.08,NO
736,Spain,Male,YES,YES,72814.31,NO
737,France,Male,NO,YES,168290.06,NO
738,France,Male,YES,NO,161767.38,NO
739,France,Female,YES,NO,44420.18,NO
740,France,Female,NO,YES,37147.61,NO
741,France,Male,YES,YES,125381.02,NO
742,France,Male,YES,YES,149853.89,NO
743,France,Female,NO,NO,161435.02,YES
744,France,Male,YES,YES,102925.76,NO
745,France,Male,YES,YES,70899.27,NO
746,France,Male,NO,NO,145936.28,NO
747,Spain,Female,YES,NO,54227.06,NO
748,Spain,Male,YES,YES,59280.79,NO
749,Germany,Male,YES,YES,126952.5,NO
750,France,Male,NO,YES,130567.02,NO
751,Germany,Female,YES,NO,73294.48,NO
752,France,Female,YES,YES,3937.37,NO
753,Germany,Male,YES,NO,2383.59,NO
754,Spain,Female,YES,NO,14279.44,NO
755,France,Male,YES,NO,141300.53,NO
756,Germany,Female,YES,NO,78140.75,NO
757,Spain,Female,YES,YES,117431.1,NO
758,France,Female,YES,NO,72008.61,NO
759,France,Male,YES,YES,60887.58,NO
760,France,Female,YES,NO,194764.83,NO
761,France,Female,YES,NO,88705.14,YES
762,Germany,Female,NO,NO,35817.97,YES
763,Germany,Female,YES,NO,31520.4,NO
764,Germany,Male,YES,YES,157908.19,YES
765,Spain,Female,YES,NO,142200.15,NO
766,France,Female,NO,YES,182055.36,NO
767,Germany,Male,NO,NO,157552.08,YES
768,Spain,Male,NO,NO,120284.67,NO
769,France,Female,NO,YES,24506.95,YES
770,Germany,Female,NO,NO,47271.61,YES
771,France,Male,NO,NO,41176.6,NO
772,France,Male,NO,YES,9468.64,NO
773,France,Male,NO,NO,123880.19,NO
774,Germany,Male,YES,NO,158887.09,YES
775,France,Male,YES,YES,117036.38,NO
776,Germany,Female,YES,NO,120415.61,YES
777,Spain,Male,NO,NO,16064.25,YES
778,France,Male,YES,YES,52615.62,NO
779,Spain,Female,NO,NO,121210.09,NO
780,France,Male,YES,NO,192247.35,NO
781,France,Female,NO,YES,68759.57,NO
782,France,Male,NO,YES,75937.47,NO
783,France,Female,NO,NO,84569.13,NO
784,Germany,Male,YES,YES,190696.35,YES
785,Spain,Male,NO,YES,67468.67,NO
786,France,Male,YES,YES,104435.94,NO
787,Germany,Male,NO,YES,47166.55,NO
788,Spain,Female,YES,NO,119899.52,NO
789,Spain,Male,YES,YES,173498.45,NO
790,France,Male,YES,YES,93249.26,NO
791,France,Male,YES,YES,142917.54,NO
792,Germany,Female,YES,NO,111755.8,NO
793,Germany,Female,YES,YES,108543.21,NO
794,France,Male,YES,NO,180345.44,NO
795,Germany,Male,NO,NO,99444.02,NO
796,France,Female,NO,YES,109563.28,NO
797,Germany,Male,YES,NO,92568.07,NO
798,France,Female,YES,YES,37976.36,NO
799,Germany,Female,NO,YES,103315.74,NO
800,France,Male,YES,YES,173952.5,NO
801,Germany,Female,NO,YES,34673.98,NO
802,Germany,Female,YES,YES,46163.44,NO
803,Spain,Female,NO,YES,140676.98,NO
804,France,Male,NO,YES,151738.54,NO
805,Spain,Female,NO,NO,14679.81,YES
806,France,Female,NO,NO,175544.02,NO
807,France,Male,YES,YES,181964.6,NO
808,Germany,Male,YES,YES,136886.86,NO
809,France,Female,YES,NO,122218.23,NO
810,France,Female,YES,NO,180439.75,NO
811,Spain,Male,NO,YES,190419.81,NO
812,Spain,Female,YES,YES,58685.59,NO
813,Germany,Male,YES,YES,89017.38,YES
814,France,Female,NO,NO,50051.42,NO
815,France,Male,YES,NO,146041.45,NO
816,France,Male,YES,NO,191166.09,NO
817,Germany,Female,NO,NO,103516.08,YES
818,Spain,Male,YES,YES,164825.04,NO
819,France,Female,YES,NO,172557.77,NO
820,Germany,Male,YES,NO,84320.94,NO
821,France,Female,NO,NO,122662.98,NO
822,Spain,Male,YES,NO,72085.1,NO
823,Spain,Female,NO,YES,110932.24,YES
824,Spain,Male,YES,NO,143635.36,NO
825,Germany,Male,YES,YES,3710.34,NO
826,France,Female,YES,YES,179843.33,NO
827,Spain,Male,YES,YES,10643.38,NO
828,Germany,Female,YES,YES,131167.98,NO
829,France,Female,YES,NO,10553.31,NO
830,France,Female,YES,YES,130928.22,NO
831,Spain,Female,NO,YES,157003.99,NO
832,Germany,Female,YES,YES,138527.56,NO
833,Germany,Male,YES,YES,167032.49,NO
834,France,Female,NO,NO,41642.29,NO
835,France,Male,YES,NO,9677.0,NO
836,Spain,Female,YES,YES,147012.22,NO
837,Germany,Female,YES,YES,80553.87,NO
838,Spain,Female,NO,YES,30730.95,YES
839,France,Male,NO,NO,140134.43,NO
840,Germany,Male,NO,NO,91936.1,YES
841,France,Female,NO,NO,178252.63,NO
842,Germany,Male,NO,YES,198674.08,NO
843,Spain,Female,YES,NO,28266.9,YES
844,France,Male,YES,NO,92381.01,NO
845,France,Male,NO,NO,135180.11,NO
846,Germany,Male,NO,NO,27330.59,NO
847,France,Female,YES,NO,125305.34,NO
848,Spain,Male,YES,YES,149648.45,NO
849,France,Male,NO,YES,59887.15,NO
850,Germany,Male,YES,NO,45041.32,NO
851,Germany,Female,NO,NO,113316.77,YES
852,Germany,Female,YES,YES,39087.42,NO
853,France,Female,YES,YES,7330.59,NO
854,France,Female,NO,YES,95463.29,NO
855,Spain,Male,YES,NO,167848.02,NO
856,Germany,Female,YES,NO,93953.84,YES
857,Spain,Male,NO,YES,174227.66,NO
858,Spain,Male,YES,YES,135399.21,NO
859,France,Male,YES,NO,195635.3,YES
860,France,Male,YES,NO,97508.04,YES
861,France,Female,YES,NO,188083.77,YES
862,France,Male,YES,YES,116704.25,NO
863,France,Male,NO,YES,97614.87,NO
864,France,Male,NO,NO,186884.04,NO
865,Germany,Female,NO,YES,131501.72,NO
866,France,Male,YES,YES,24302.95,NO
867,France,Female,YES,NO,110510.28,YES
868,Germany,Male,YES,NO,108488.33,YES
869,France,Male,YES,YES,197015.2,NO
870,France,Female,YES,YES,27689.77,NO
871,Germany,Female,YES,NO,9217.55,YES
872,France,Female,YES,YES,15068.18,NO
873,France,Male,YES,NO,7797.01,NO
874,France,Female,NO,YES,4400.32,NO
875,France,Female,NO,NO,182025.95,NO
876,Germany,Female,NO,YES,122763.95,NO
877,Spain,Female,YES,YES,38152.01,NO
878,France,Female,YES,NO,63163.99,NO
879,France,Female,YES,YES,73418.29,NO
880,France,Female,YES,NO,17978.68,YES
881,France,Female,YES,NO,115136.51,YES
882,France,Male,YES,NO,149575.59,NO
883,France,Female,YES,NO,60917.24,YES
884,France,Male,YES,YES,142548.33,NO
885,France,Male,YES,YES,157878.67,NO
886,Spain,Male,YES,NO,12796.43,NO
887,France,Male,YES,YES,18657.77,NO
888,Germany,Male,YES,YES,134589.58,NO
889,France,Female,NO,YES,10350.74,NO
890,Spain,Male,NO,NO,66013.27,NO
891,Germany,Male,YES,YES,5907.11,NO
892,France,Male,YES,NO,74077.91,NO
893,France,Female,YES,YES,77294.56,YES
894,Germany,Female,YES,NO,54359.02,YES
895,Germany,Male,YES,YES,156124.93,NO
896,France,Male,YES,NO,94820.85,NO
897,France,Female,YES,NO,155155.25,NO
898,France,Female,YES,NO,128702.1,YES
899,Germany,Male,YES,NO,22745.5,NO
900,Germany,Male,YES,NO,71865.31,YES
901,France,Male,NO,YES,84294.82,NO
902,France,Female,YES,YES,149139.13,NO
903,France,Male,YES,NO,185489.11,NO
904,France,Male,NO,NO,176407.15,YES
905,France,Female,YES,YES,92027.69,YES
906,France,Male,YES,YES,43932.54,NO
907,France,Female,YES,NO,115789.25,YES
908,Spain,Male,YES,YES,125777.28,NO
909,Spain,Male,YES,NO,18461.9,NO
910,France,Male,YES,YES,79633.38,NO
911,Spain,Female,YES,YES,121542.29,NO
912,Spain,Female,YES,NO,94739.2,NO
913,Germany,Male,YES,NO,93302.29,NO
914,France,Male,YES,YES,193793.78,NO
915,France,Male,YES,NO,74835.65,NO
916,France,Male,YES,YES,56999.9,YES
917,France,Female,YES,YES,57236.44,NO
918,Spain,Male,NO,NO,81483.64,NO
919,Spain,Male,YES,NO,26752.56,NO
920,France,Male,NO,YES,9200.54,NO
921,Spain,Male,YES,NO,22447.85,YES
922,France,Male,YES,NO,189122.89,YES
923,Germany,Female,YES,YES,16161.82,NO
924,France,Female,YES,YES,68600.36,NO
925,Germany,Female,YES,YES,447.73,NO
926,Spain,Male,YES,YES,15650.73,NO
927,Germany,Male,YES,YES,149599.62,NO
928,Germany,Male,YES,YES,90304.01,NO
929,France,Female,NO,NO,115676.38,NO
930,Spain,Male,NO,NO,38812.67,NO
931,Germany,Male,YES,YES,34338.21,NO
932,Germany,Female,YES,NO,823.36,NO
933,Spain,Male,NO,YES,135482.26,YES
934,Spain,Male,YES,YES,10656.89,NO
935,France,Female,NO,YES,116467.35,NO
936,France,Male,YES,YES,96823.32,YES
937,Germany,Female,NO,YES,171096.2,NO
938,France,Female,YES,YES,79881.39,NO
939,France,Female,YES,NO,157862.82,NO
940,Spain,Male,YES,YES,127951.81,NO
941,France,Female,NO,NO,191074.11,NO
942,France,Female,YES,NO,157333.69,YES
943,Germany,Female,YES,NO,133457.52,NO
944,France,Male,YES,NO,130789.6,NO
945,Spain,Female,YES,YES,128373.88,NO
946,Spain,Female,YES,NO,194273.2,YES
947,France,Female,YES,YES,5684.17,YES
948,France,Male,YES,YES,131043.2,NO
949,France,Female,NO,NO,21228.34,YES
950,France,Female,YES,YES,43250.3,NO
951,Germany,Male,YES,NO,4389.4,NO
952,Germany,Female,NO,YES,189271.9,NO
953,Spain,Male,YES,YES,102284.2,NO
954,Spain,Female,NO,YES,156774.94,YES
955,France,Female,NO,NO,69865.49,NO
956,Spain,Female,NO,YES,85523.24,NO
957,Spain,Female,YES,YES,51219.8,NO
958,Spain,Male,NO,NO,7222.92,NO
959,France,Female,YES,YES,23971.33,NO
960,Germany,Female,YES,YES,132173.31,NO
961,Spain,Male,YES,NO,113639.64,NO
962,Spain,Male,YES,YES,39768.59,NO
963,Spain,Male,YES,NO,108732.96,YES
964,Germany,Female,YES,YES,117349.19,YES
965,France,Female,YES,YES,78004.5,NO
966,France,Female,YES,YES,152417.79,NO
967,Spain,Female,NO,NO,26057.08,NO
968,France,Male,NO,NO,79972.09,NO
969,Germany,Male,NO,YES,107125.79,NO
970,France,Female,YES,YES,47679.14,NO
971,France,Male,YES,YES,134509.47,NO
972,Germany,Male,NO,NO,153265.31,NO
973,Spain,Female,NO,YES,179883.04,NO
974,France,Male,YES,NO,138882.98,NO
975,Spain,Female,NO,YES,9855.81,NO
976,France,Female,YES,NO,67046.83,YES
977,France,Female,YES,NO,56388.63,NO
978,France,Female,YES,NO,77764.37,NO
979,France,Female,YES,NO,130590.35,NO
980,France,Male,NO,NO,151912.49,NO
981,Germany,Female,NO,NO,151083.8,NO
982,France,Male,YES,YES,777.37,NO
983,Germany,Female,NO,NO,69454.24,YES
984,France,Male,NO,YES,11723.57,NO
985,Germany,Male,YES,YES,91565.25,NO
986,France,Male,YES,NO,79616.37,NO
987,Spain,Male,YES,NO,102299.81,YES
988,Spain,Male,YES,YES,104533.51,NO
989,France,Female,YES,NO,140765.57,YES
990,France,Male,YES,NO,66214.13,NO
991,France,Female,YES,YES,139816.1,NO
992,Germany,Female,NO,YES,140139.28,NO
993,Spain,Female,NO,NO,102297.15,NO
994,Spain,Male,YES,NO,145765.83,NO
995,Spain,Male,NO,YES,83912.24,NO
996,Spain,Male,NO,YES,78439.73,NO
997,Spain,Male,NO,YES,6776.92,NO
998,Germany,Female,YES,YES,9903.42,NO
999,France,Female,NO,NO,91561.91,NO
1000,Germany,Female,YES,NO,4027.02,NO
1001,France,Female,YES,YES,116111.51,NO
1002,Germany,Male,YES,YES,184023.54,NO
1003,France,Female,NO,NO,67124.48,YES
1004,Germany,Female,YES,NO,50070.59,NO
1005,Germany,Male,NO,NO,53793.1,YES
1006,Spain,Female,YES,NO,45261.47,NO
1007,France,Male,YES,YES,36721.4,NO
1008,France,Male,YES,NO,130009.85,YES
1009,Spain,Male,YES,YES,175380.77,NO
1010,France,Male,YES,NO,127847.25,YES
1011,Spain,Male,YES,YES,138231.7,NO
1012,France,Female,NO,YES,48673.18,NO
1013,Spain,Male,YES,YES,70668.77,NO
1014,Spain,Female,NO,YES,199505.53,NO
1015,France,Female,YES,YES,169583.18,YES
1016,Germany,Male,YES,NO,49063.42,NO
1017,Germany,Male,YES,NO,63337.19,NO
1018,Germany,Female,YES,NO,60083.11,YES
1019,France,Male,YES,NO,48606.71,NO
1020,France,Male,YES,NO,165580.93,YES
1021,Spain,Male,YES,YES,194010.12,NO
1022,France,Female,NO,YES,69263.1,NO
1023,France,Male,YES,YES,88698.83,NO
1024,France,Female,YES,NO,63030.97,NO
1025,France,Female,YES,NO,59668.81,NO
1026,France,Male,NO,NO,184230.23,NO
1027,Germany,Male,NO,YES,64050.19,NO
1028,Spain,Male,YES,YES,81853.98,NO
1029,Spain,Male,YES,YES,154642.91,NO
1030,France,Male,NO,NO,145679.6,NO
1031,France,Female,NO,NO,30781.77,NO
1032,Spain,Male,NO,YES,81622.52,NO
1033,France,Male,NO,YES,196474.35,NO
1034,France,Male,NO,YES,176276.1,NO
1035,Spain,Male,YES,NO,35113.08,NO
1036,France,Male,YES,NO,64299.82,NO
1037,France,Female,YES,YES,180969.55,NO
1038,France,Male,YES,YES,138176.78,NO
1039,France,Female,YES,YES,86733.61,NO
1040,Spain,Male,YES,YES,7418.92,NO
1041,France,Male,YES,NO,166376.54,NO
1042,Spain,Female,YES,NO,140881.2,YES
1043,France,Male,YES,NO,4460.2,NO
1044,France,Female,YES,YES,110472.12,NO
1045,Spain,Male,YES,NO,86460.28,NO
1046,Spain,Female,YES,NO,16500.66,YES
1047,France,Female,YES,NO,114020.06,YES
1048,Germany,Male,YES,NO,131660.31,NO
1049,Germany,Male,YES,NO,52449.62,YES
1050,France,Male,NO,YES,161465.31,NO
1051,Spain,Female,YES,YES,20018.79,NO
1052,Germany,Male,YES,NO,176318.27,NO
1053,Spain,Female,YES,YES,50488.91,NO
1054,Spain,Female,YES,NO,30379.6,NO
1055,Spain,Female,YES,YES,161326.73,NO
1056,Spain,Male,YES,NO,45348.08,NO
1057,France,Female,NO,NO,180251.68,YES
1058,Germany,Male,NO,NO,34925.56,NO
1059,France,Male,NO,NO,126555.74,NO
1060,Spain,Female,YES,NO,187921.3,NO
1061,Spain,Female,YES,YES,136390.88,NO
1062,Germany,Male,YES,NO,78566.64,YES
1063,France,Male,YES,YES,166038.27,NO
1064,France,Female,YES,YES,140385.33,NO
1065,France,Male,NO,NO,38629.3,YES
1066,France,Female,YES,YES,24998.75,YES
1067,Germany,Male,YES,NO,128815.33,NO
1068,France,Male,YES,NO,19376.56,YES
1069,France,Male,YES,NO,31904.31,YES
1070,Germany,Female,YES,NO,173179.79,YES
1071,Germany,Male,YES,YES,22485.64,NO
1072,Spain,Female,NO,YES,196668.51,NO
1073,Spain,Male,NO,NO,136506.86,NO
1074,France,Female,YES,YES,36278.89,NO
1075,Germany,Female,YES,YES,163254.39,NO
1076,Spain,Male,YES,NO,99654.13,NO
1077,France,Male,YES,NO,20207.02,NO
1078,Germany,Female,YES,YES,4195.84,NO
1079,France,Male,YES,YES,112340.2,NO
1080,Germany,Female,NO,YES,2035.94,NO
1081,Spain,Female,YES,NO,132295.95,NO
1082,Spain,Male,YES,NO,177383.68,YES
1083,France,Female,YES,NO,90284.47,NO
1084,France,Male,YES,NO,61349.37,NO
1085,France,Male,YES,NO,196466.83,YES
1086,France,Male,NO,NO,70758.37,YES
1087,France,Female,YES,NO,13892.57,NO
1088,Spain,Male,YES,YES,9684.52,NO
1089,France,Female,YES,YES,40546.15,NO
1090,Germany,Female,YES,YES,136603.42,NO
1091,France,Male,YES,YES,133172.48,NO
1092,France,Male,NO,YES,152821.12,YES
1093,France,Male,YES,YES,147715.83,NO
1094,France,Male,YES,NO,43169.15,NO
1095,France,Male,YES,NO,76755.99,YES
1096,Germany,Female,YES,YES,73406.04,YES
1097,France,Male,YES,NO,176728.28,NO
1098,France,Female,NO,NO,98309.27,NO
1099,Spain,Male,YES,YES,6203.66,NO
1100,France,Female,YES,YES,176791.27,NO
1101,Spain,Male,YES,NO,50679.48,NO
1102,Spain,Male,YES,NO,150580.88,NO
1103,Germany,Female,YES,NO,80120.19,NO
1104,France,Male,YES,NO,151645.96,NO
1105,France,Female,YES,NO,55072.32,NO
1106,France,Female,NO,NO,115068.99,NO
1107,Germany,Female,NO,NO,149471.13,YES
1108,Germany,Male,YES,NO,46522.68,NO
1109,France,Male,YES,NO,189995.86,NO
1110,France,Female,YES,YES,46369.57,YES
1111,Germany,Male,YES,YES,30722.52,YES
1112,France,Female,NO,NO,70810.6,NO
1113,Germany,Female,YES,NO,106663.46,YES
1114,France,Female,NO,NO,175836.03,YES
1115,Spain,Male,NO,YES,85646.41,NO
1116,France,Male,YES,YES,101485.72,NO
1117,France,Female,NO,NO,191734.67,YES
1118,Spain,Male,YES,YES,101839.77,NO
1119,Spain,Male,YES,NO,4888.91,NO
1120,Germany,Male,YES,NO,193132.98,NO
1121,France,Female,YES,NO,193518.76,NO
1122,Germany,Male,NO,NO,93982.02,YES
1123,Germany,Male,YES,YES,197000.92,YES
1124,Spain,Male,YES,NO,106837.06,YES
1125,Germany,Female,YES,YES,115161.28,NO
1126,Spain,Female,YES,NO,196260.3,NO
1127,Germany,Female,YES,YES,96404.38,NO
1128,France,Female,YES,NO,97658.66,NO
1129,France,Female,YES,YES,49108.23,YES
1130,Germany,Female,NO,YES,195651.66,NO
1131,Spain,Male,YES,NO,111698.0,NO
1132,France,Male,YES,YES,171707.93,NO
1133,France,Male,YES,YES,66721.98,NO
1134,France,Female,YES,YES,57876.05,NO
1135,Germany,Male,NO,NO,177994.81,NO
1136,France,Male,NO,YES,105125.65,NO
1137,France,Female,YES,NO,17439.66,NO
1138,Germany,Male,YES,NO,172668.39,NO
1139,Spain,Female,NO,YES,753.37,NO
1140,France,Female,YES,NO,98686.4,YES
1141,France,Male,YES,YES,107047.92,NO
1142,Spain,Male,YES,NO,152153.74,NO
1143,France,Male,YES,YES,34338.04,NO
1144,Germany,Male,NO,YES,173878.87,YES
1145,France,Male,YES,NO,159254.29,NO
1146,Germany,Female,YES,NO,54776.64,NO
1147,Germany,Female,YES,NO,134594.99,NO
1148,Spain,Male,YES,YES,41724.72,NO
1149,France,Male,NO,NO,110527.71,NO
1150,France,Female,NO,NO,8996.79,NO
1151,Spain,Female,NO,YES,190200.53,NO
1152,Germany,Male,NO,YES,115333.43,NO
1153,Germany,Female,NO,NO,143619.52,YES
1154,Spain,Male,YES,YES,58467.08,NO
1155,France,Male,YES,NO,12128.69,NO
1156,France,Male,YES,YES,49872.33,NO
1157,Spain,Male,NO,YES,139735.54,NO
1158,Germany,Female,YES,NO,60891.8,YES
1159,Spain,Male,YES,NO,100862.54,NO
1160,France,Male,YES,NO,76640.29,YES
1161,France,Male,YES,NO,126013.58,YES
1162,France,Female,YES,NO,87347.82,NO
1163,Germany,Female,NO,YES,77370.37,NO
1164,France,Female,YES,YES,62722.44,NO
1165,Germany,Female,NO,NO,196257.68,NO
1166,Germany,Female,YES,NO,81723.8,NO
1167,France,Female,YES,YES,31299.71,NO
1168,France,Female,YES,NO,63495.86,NO
1169,France,Female,YES,YES,166520.96,NO
1170,Spain,Male,NO,NO,150242.44,NO
1171,Germany,Male,NO,NO,27345.18,YES
1172,Germany,Female,YES,YES,87000.39,NO
1173,Spain,Female,YES,NO,44912.7,NO
1174,Spain,Female,YES,NO,179978.68,YES
1175,Spain,Male,YES,NO,145759.7,NO
1176,France,Male,NO,NO,14121.61,NO
1177,France,Male,YES,NO,66232.23,NO
1178,France,Male,YES,YES,190296.76,YES
1179,Germany,Female,NO,NO,172782.69,NO
1180,France,Male,YES,YES,99128.13,NO
1181,Germany,Female,YES,YES,178341.33,NO
1182,France,Female,YES,YES,146992.24,YES
1183,France,Male,YES,YES,151314.98,NO
1184,Germany,Male,YES,NO,92915.84,NO
1185,France,Male,YES,YES,58974.0,NO
1186,France,Female,YES,YES,174627.06,NO
1187,France,Female,YES,YES,79579.94,YES
1188,France,Male,YES,NO,50771.16,NO
1189,France,Male,YES,YES,153537.55,YES
1190,France,Female,YES,YES,132975.39,NO
1191,Germany,Male,NO,YES,85208.93,NO
1192,Spain,Female,YES,NO,170214.82,YES
1193,Spain,Female,YES,NO,100615.14,YES
1194,France,Female,YES,NO,186105.99,NO
1195,France,Female,YES,YES,55119.53,NO
1196,Germany,Male,YES,NO,28760.99,NO
1197,Spain,Female,YES,NO,171021.44,NO
1198,France,Male,YES,NO,176678.72,NO
1199,France,Male,NO,YES,28667.56,NO
1200,Germany,Male,NO,NO,197238.03,NO
1201,Germany,Male,YES,NO,139994.68,YES
1202,France,Male,YES,NO,151169.83,NO
1203,France,Male,YES,YES,118113.64,NO
1204,France,Female,YES,YES,34453.17,NO
1205,France,Male,NO,YES,64872.33,NO
1206,Spain,Male,YES,NO,10956.82,NO
1207,Germany,Male,YES,YES,36885.85,NO
1208,France,Female,YES,YES,168053.4,NO
1209,France,Female,NO,NO,155227.0,NO
1210,France,Male,YES,NO,38409.79,YES
1211,France,Female,NO,YES,75279.39,NO
1212,Spain,Male,YES,NO,158302.59,YES
1213,France,Female,YES,YES,11525.72,NO
1214,Spain,Male,YES,NO,94993.04,YES
1215,Spain,Female,YES,NO,173912.29,YES
1216,France,Male,NO,YES,41139.05,NO
1217,Germany,Male,YES,YES,58019.95,NO
1218,France,Female,NO,NO,164128.41,YES
1219,Germany,Male,YES,YES,46998.13,YES
1220,Germany,Female,YES,YES,177279.41,NO
1221,France,Male,YES,NO,75832.53,NO
1222,France,Male,YES,NO,61094.53,NO
